Object_number,treatment,Feature,MAE,RMSE,MAPE,P-Value,is_good_forecast,unique_id,Treatment_Alias
207,2,Distance,5.229542582,5.760407803,34.51936949,0.000296573,TRUE,CELL_LINE_2_Cell_207,CELL_LINE_2
208,2,Distance,1.773009796,2.636899469,24.01848584,0.000111966,TRUE,CELL_LINE_2_Cell_208,CELL_LINE_2
209,2,Distance,3.285429178,3.923139064,46.00220648,0.001362659,TRUE,CELL_LINE_2_Cell_209,CELL_LINE_2
210,2,Distance,2.926898682,3.564418829,24.54901209,0.000728829,TRUE,CELL_LINE_2_Cell_210,CELL_LINE_2
211,2,Distance,3.912296332,4.519341445,35.81608403,0.005247304,TRUE,CELL_LINE_2_Cell_211,CELL_LINE_2
212,2,Distance,0.027290678,0.033334351,0.362205088,0.621012046,FALSE,CELL_LINE_2_Cell_212,CELL_LINE_2
213,2,Distance,0.090306131,0.094064637,0.969099446,,FALSE,CELL_LINE_2_Cell_213,CELL_LINE_2
214,2,Distance,0.280927697,0.36513483,3.014710895,,FALSE,CELL_LINE_2_Cell_214,CELL_LINE_2
215,2,Distance,0.115154687,0.12007578,1.235756008,,FALSE,CELL_LINE_2_Cell_215,CELL_LINE_2
216,2,Distance,0.157919542,0.160389022,1.694677196,,FALSE,CELL_LINE_2_Cell_216,CELL_LINE_2
217,2,Distance,0.151762334,0.165333553,1.628602542,,FALSE,CELL_LINE_2_Cell_217,CELL_LINE_2
218,2,Distance,0.0358736,0.044346488,0.384969283,,FALSE,CELL_LINE_2_Cell_218,CELL_LINE_2
219,2,Distance,0.049264382,0.063790995,0.528669367,,FALSE,CELL_LINE_2_Cell_219,CELL_LINE_2
220,2,Distance,0.083122201,0.108639617,0.892006756,,FALSE,CELL_LINE_2_Cell_220,CELL_LINE_2
221,2,Distance,0.109483571,0.125506429,1.174897729,,FALSE,CELL_LINE_2_Cell_221,CELL_LINE_2
222,2,Distance,0.018343163,0.025311419,0.196845425,,FALSE,CELL_LINE_2_Cell_222,CELL_LINE_2
223,2,Distance,0.127885858,0.149331676,1.372377635,,FALSE,CELL_LINE_2_Cell_223,CELL_LINE_2
224,2,Distance,0.047249603,0.056535097,0.507048237,,FALSE,CELL_LINE_2_Cell_224,CELL_LINE_2
225,2,Distance,0.086827604,0.089390858,0.931770434,,FALSE,CELL_LINE_2_Cell_225,CELL_LINE_2
226,2,Distance,0.027895013,0.034619079,0.299348909,,FALSE,CELL_LINE_2_Cell_226,CELL_LINE_2
227,2,Distance,0.137129777,0.153412996,1.471576624,,FALSE,CELL_LINE_2_Cell_227,CELL_LINE_2
228,2,Distance,0.169609777,0.177498077,1.820128263,,FALSE,CELL_LINE_2_Cell_228,CELL_LINE_2
229,2,Distance,0.072671357,0.077034259,0.779855938,,FALSE,CELL_LINE_2_Cell_229,CELL_LINE_2
230,2,Distance,3.006860214,6.745976562,32.26742799,,FALSE,CELL_LINE_2_Cell_230,CELL_LINE_2
231,2,Distance,0.06016826,0.080036341,0.645681823,,FALSE,CELL_LINE_2_Cell_231,CELL_LINE_2
232,2,Distance,0.218682569,0.24557245,2.346741628,,FALSE,CELL_LINE_2_Cell_232,CELL_LINE_2
233,2,Distance,0.089578763,0.094988373,0.96129387,,FALSE,CELL_LINE_2_Cell_233,CELL_LINE_2
234,2,Distance,0.097788998,0.116802081,1.049400115,,FALSE,CELL_LINE_2_Cell_234,CELL_LINE_2
235,2,Distance,0.18662943,0.197126789,2.002770753,,FALSE,CELL_LINE_2_Cell_235,CELL_LINE_2
236,2,Distance,0.039720624,0.048418628,0.426252729,,FALSE,CELL_LINE_2_Cell_236,CELL_LINE_2
237,2,Distance,0.057258168,0.06240561,0.61445285,,FALSE,CELL_LINE_2_Cell_237,CELL_LINE_2
238,2,Distance,0.032619614,0.037044225,0.35004988,,FALSE,CELL_LINE_2_Cell_238,CELL_LINE_2
239,2,Distance,0.119684259,0.139927251,1.284364062,,FALSE,CELL_LINE_2_Cell_239,CELL_LINE_2
240,2,Distance,0.173787637,0.204311942,1.864962003,,FALSE,CELL_LINE_2_Cell_240,CELL_LINE_2
241,2,Distance,0.055457395,0.06575179,0.59512826,,FALSE,CELL_LINE_2_Cell_241,CELL_LINE_2
242,2,Distance,0.089549485,0.101353199,0.960979682,,FALSE,CELL_LINE_2_Cell_242,CELL_LINE_2
243,2,Distance,0.166823144,0.187056304,1.790224152,,FALSE,CELL_LINE_2_Cell_243,CELL_LINE_2
244,2,Distance,0.044935318,0.058827005,0.482213023,,FALSE,CELL_LINE_2_Cell_244,CELL_LINE_2
245,2,Distance,0.028980679,0.039524354,0.310999486,,FALSE,CELL_LINE_2_Cell_245,CELL_LINE_2
246,2,Distance,0.055489579,0.059456605,0.595473644,,FALSE,CELL_LINE_2_Cell_246,CELL_LINE_2
247,2,Distance,0.066019624,0.073366549,0.70847439,,FALSE,CELL_LINE_2_Cell_247,CELL_LINE_2
248,2,Distance,0.166416402,0.221704048,1.785859293,,FALSE,CELL_LINE_2_Cell_248,CELL_LINE_2
